text,value
"Varför håller ni svenskar så hårt i svenska språket? En viktig anledning till att invandrare har så svårt att få jobb är just språket, pratar man inte perfekt svenska i Sverige är det svårt att få jobb, så enkelt är det. Varför ska det behöva vara så? Vore det inte bättre om man bytte det officella språket till engelska?. Egentligen finns det ingen anledning att vi ska prata svenska i Sverige, det ger inga fördelar som helst. Svenska språket pratas av bara ca 10 miljoner i världen och det gör det svårt för välutbildad arbetskraft att söka sig till Sverige. Om man började tala Engelska i Sverige kunde Sverige börja konkurrera med Australien, Kanada, Nya Zealand, USA och UK om åtråvärda högutbildade kvalificerade arbetskrafsinvandrare från till exempel Kina och Indian men också från hela världen. Se bara på Singapore, där bytte man det officiella språket från malajiska och kinesiska till engelska när man blev ett nytt land för drygt 50 år sedan. Nu när man blivit ett engelsktalande land så söker sig många välutbildade invandrare dit och det hjälper Singapores ekonomi. Befolkningen talar fortfarande sina modersmål hemma men i officiella sammanhang, media, jobbet, på gatan, affären så talas egnelska. Så kan Sverige också bli, i takt med globaliseringen så måste Sverige anpassa sig, svenska kan ni Svenskar fortfarande studera och prata hemma och sinsemellan men engelska kan börja användas  på jobbet, media, mellan svenskar och invandrare, affärer osv. Den stora andelen invandrare, inte minst de välutbildade och den yngre generationen, har också vid sidan av sitt modersmål engelskan som ett andraspråk. Utan detta skulle ett socialt umgänge mellan olika invandrargrupper och svensktalande vara nära nog en omöjlighet. Inte minst för välutbildade invandrare, som läkare, tandläkare och ingenjörer är det viktigt att dessa så snabbt som möjligt kan integreras och få ett arbete som motsvarar deras utbildning, vilken i flera avseenden numera är väl så god som den svenska. Det är helt klart att detta skulle underlättas om en engelska kunde användas i stället för svenska. Mitt förslag är i korthet att Sverige borde ta ett radikalt beslut och göra engelska till ett andra officiellt språk i Sverige. Det är sannolikt att ett liknande beslut förr eller senare kommer i andra europeiska länder för att underlätta både integration och internationellt utbyte, med det vore naturligt att Sverige med sin flair för internationaliseringen kunde ta ledningen. Det finns flera länder som håller sig med mer än ett officiellt språk vilket knappast har varit till nackdel. Kulturellt sett har Sverige redan anglifierats i mycket hög grad, vilket kan ses från utbudet av program i TV-kanalerna och den ökande andelen låneord. Slutligen skulle med engelskan som ett andra officiellt språk jämlikheten mellan svenskar och invandrare förbättras och integrationen påskyndas. Jag är inte ensam heller:.",1
"Avfallet ifrån asylindustrin : ""Många utvisningsdömda på anstalt utan dom"". Är inte detta ett problem ? Att Sverige tvingas långtidsförvara farliga flyktingar på anstalt bara för deras hemländer inte vill ta emot dem till skyhöga kostnader som följd. Vore inte bättre EU byggde någon straffkoloni någonstans, i någon Öken ditt man kunde deportera det här människorna?.",0
"Ni under 30 år, kunde ni se detta komma? Jag är född 1993 och jag bodde i invandrartäta områden under uppväxten och kan säga så här att jag inte är ett dugg förvånad över den negativa utvecklingen som vi fått i Sverige när det gäller invandringen. Kunde aldrig se hur kaozblattarna under min uppväxt för 10-15 år sedan skulle bli produktiva medlemmar av vårt samhälle. Redan då såg jag hur invandrare blev kriminella i tidig ålder och allmänt var stökiga i skolan. Tillskillnad från äldre så har vi alltid upplevt kaosblattar i skolan och aldrig riktigt sett det där trygga Sverige som äldre snackar om. Vi är uppväxta under hela förändringen av Sveriges samhälle, vi fick se lite granna av det homogena samhället när vi var jätteunga och nu när vi är i vuxen ålder har Sverige blivit mycket mer multikulturellt. Ni som är födda efter 1985 och gick i skolan på 90 till 00-talet, kunde ni se detta framtida kaos komma? Är ni förvånade över utvecklingen?.",0
"Unga tyskar hatar turkar mest av alla invandrare. Unersökningen från Niedersachsens kriminologiska forskningsinstitut visar att turkar är det folkslag som unga tyskar tycker mest illa om. Detta trots att det bor ungefär 3,5 miljoner turkar i landet : något som borde ha gett upphov till många tillfällen till möten mellan människor för att bygga broar av tolerans och förståelse. Bland tyskarna svarade endast 9,2 procent av de 40 000 tillfrågade att de anser turkar vara mycket trevliga. Hela 38 procent uppgav att de över huvud taget inte ville ha turkar som grannar. Det innebär att turkarna är det minst omtyckta av alla nationaliteter, mindre så än judar och svarta afrikaner. Är detta hat mot turkar något som kommer att bli verklighet också i Sverige snart?.",1
Om Tjänstemannaansvaret infördes igen hur skulle det påverka beslut ang invandringen? Som vi vet avskaffades Tjänstemannaansvaret 1974. Om Tjänstemannaansvaret återinfördes hur tror ni att ansvariga tjänstemän skulle resonera vad gäller stora beslut i invandringspolitiken som påverkar hela svenska samhället? Om ett beslut genererar stora kostnader skulle tjänstemannen vara mera försiktig som tex ensamkommande flyktingbarn? eller beslutet att alla syrier skulle få permanent PUT i Sverige?.,1
"Flickor och pojkar separeras i skolan, varför ingen debatt? Nu får det väl fan vara nog med anpassning till islamisterna i detta land! Jag har sett skolkatalogen för innevarande år på Björkhagaskolan i Lindesberg.  På klassfotona så är pojkar och flickor separerade från varandra på det viset att på fotona är det enbart pojkar ELLER flickor! Samma gäller i simundervisningen, olika tillfällen för flickor och pojkar. Fotot som jag tänker på gäller flickor som är 11 år, 12 av 24 flickor är iförda trasa på huvudet. Hur fan blev det så här?! Och varför ingen debatt om det är lämpligt eller inte? Vinner eller förlorar barnen på detta? Var är feminazisterna som borde rycka in till försvar mot förtrycket av flickorna? För inte har de väl valt själva att linda in sig i tyg från topp till tå? Vart är vänstern som ser till allas lika värde? Varför ställs inte ansvariga kommunalpolitiker till svars? Många frågor, har någon nått svar eller är det emigrera som gäller för att ens döttrar inte skall tvingas till månggifte och tygskynke i vuxen ålder?.",0
"Nationalekonom i SvD:Invandringen kostar mycket (även på sikt) men är ändå lönsam. En något märklig debbatartikel,där nationalekenomen Joakim Ruist erkänner invandringens omfattande kostnader,men hävdar samitidigt att den är lönsam. Han menar att invandringen må vara en ekonomisk förlust för samhället,men att den bidrar till samhällsmoralen och upprätthåller Svenskarnas illusion om att vara världens mest solidariska och medmänskliga land,och att denna moralboost i sin tur leder till ökad ekonomisk lönsamhet i andra delar av samhället. Diskussionunderlaget är som följande;. 1.Skulle en minskad invandring (t.ex till Finlands nivå) leda till ett moraliskt förfall i samhället där invånarna blir sjukligt egoistiska och misstänsksamma mot varandra,vilket i sin tur leder till en total välfärdskollaps och allmän misär?. 2.Kan man stå upp för den vänsterliberala principen om ""alla människors like värde"" utan att ha Europas i särklass högsta asyl och bidragsinvandring från tredje världen?.",1
"MENA människor förstör nu ekonomin. I och med att fler och fler analfabeter och kriminella från tredje världen skrivs in på arbetsförmedlingen och lär stanna där tills helvete fryser så ökar nu pressen på staten att fundera ut vad man ska göra med alla dessa idioter och kriminella från MENA. En av de viktigaste förklaringarna till trendbrottet är att fler nyanlända fått sina uppehållstillstånd och ingår i Arbetsförmedlingens aktivitetsprogram. Det innebär att de räknas som arbetssökande.
: Den ökning som vi nu ser av antalet arbetslösa är väntad. Många av de flyktingar som kom till Sverige hösten 2015 har skrivits in i Arbetsförmedlingens . Vad bör man göra? Mitt förslag är att utvisa alla från MENA länder som någonsin har sökt asyl. Vad är ert förslag?.",0
"Sverige är inte ett bra land för någon. Som ni säkert har märkt att Sverige är inte ett bra land för någon. Inte för Svenskar. Inte för utlänningar. Jag frågar då bara att varför delar vi inte i tre delar. Ett landskap för muslimer där de kan ha sharia lag. Ett eller två landskap för alla andta invandrare, och resten av Sverige för Svenskar. Det är ju självklart att de här grupperna inte trivs ihop, så varför inte separera dem.",0
5 personer låg i ett lönnfack i container (i veckor)-nu lyckligt framme i Sävsjö. Vad kan man göra åt dom nya rymliga 5-personers-lönnfacken i containrar?. Allvarligt talat. Varför uppges alltid åldern till max 18 år?. Dags för obligatorisk DNA-test av alla containerbarn?. Dags för terroriströntgen av alla containertransporter i europa? Tullar har väl redan sådan apparatur?.,0
Tjänar  verkligen på nånting genom att propagera för invandring? Jag har alltid undrat om  verkligen tjänar mer pengar för att propagera för invandringen istället för emot?. Med tanken på hur starkt SD gått framåt och även många som inte röstat på SD (ännu) ändå fortfarande är på ett eller annat sätt emot själva invandringspolitiken som vi har idag. Är det då verkligen lönsamt för företaget bakom  att fortsätta med den här linjen? Borde de inte vända kappan efter vinden snart eller tappar de helt enkelt inte läsare över huvud taget i och med deras linje?. Jag förstår inte logiken bakom detta? Har de så många sponsorer som pumpar in med pengar för att tidningen ska vara super PK eller? Kommer de ens att vända kappan nån gång i framtiden eller kommer Jan Hedin att fortsätta blint på samma linje - även om de skulle tappa läsare pga detta?. Borde inte pengar vara makt?.,1
Sossarna stoppar undersökning om invandringens kostnader. Folket måste hållas i okunskap - det är varje diktators ledande princip. För femtielfte gången i ordningen praktiseras den nu av suicidaldhimmikraterna:. Den galna kommunisthaggan säger:. Vilket bisarrt självmål. Haggan är både vidrig och korkad. Det är sjukt att rösta på detta antidemokratiska parti. Riktigt riktigt sjukt. Ulven stöds även av pissliberala. .,0
"Tänkte starta hvb hem för ensamkommande flyktingbarn. Hej! Jag vill starta hvb hem för ensamkommande barn, jag vet vad som krävs för de. Men vad får man betalt per barn? Är de samma pengar som för asylboende av vuxna eller är de samma pengar som för ensam kommande flykting barn hos familjer?. Hur ska man göra för att förmedla barnen också? Att ge dom en familj som kan ta hand om dom?.",1
9:e mars släpper SDU en film om flyktingpolitik. En ljummen trailer kan man se här:. Vad kan effekten bli av den mån tro? Jag tror de kommer bjuda på sanningar som givetvis media inte kommer skriva om. Förhoppningsvis är filmen såpass bra att den kan spridas på facebook bland folk som ännu inte fått upp ögonen för det kaos som nu råder i Sverige. Ser med spänning fram emot den 9:e!.,0
"Gråter i radio över flyktingkrisen. I Radiopsykologen ringer en kvinna in och är förtvivlad över flyktingkrisen. Hon orkar inte mer, hon mår fruktansvärt dåligt. Hon berättar också att hon har arbete, hon har barn, hon har en sjuk mamma som hon måste ta hand om. Då kan man förstå att hon är förtvivlad. Hon kommer att få betala allt högre skatt, hon kommer att få jobba längre innan pension, hennes sjuka mamma kommer att få allt sämre vård och minskat bistånd, hennes barn kommer att uppleva en allt sämre skolmiljö, de kommer att växa upp i ett Sverige som är avsevärt sämre än det Sverige deras mamma växte upp i. Klar hon är förtvivlad. Men, nej. Det är inte alls därför hon är förtvivlad. Hon gråter för att hon inte orkar göra mer för invandrarna (eller ""flyktingarna"", som hon kallar dem). Hon är med i en Facebook-grupp, där man tydligen ska redovisa vad man gjort för att hjälpa till. Hon har samlat in kläder och mobiltelefoner. Men hon känner att det inte räcker. Hon har inte gjort nog. Hon orkar inte, hon hinner inte göra mer. Jag tänker - är det detta som är problemet? Att vi har olika grupper i Sverige med helt olika verklighetsuppfattning? En grupp som är förtvivlad över att de ser sitt fosterland brytas ner, att se villkoren försämras för sig, sin familj och sina närstående. Och sedan har vi en annan grupp som är helt oberörd av detta, som bara har fokus på de främlingar som kommer till vårt land. Kan de två grupperna någonsin kommunicera? Kan de förstå varandra?.",1
Dom: Ett flyktingbarn är barn om han säger det. Är det inte skrämmande att Kammarrätten tror på den tilltalade utan att göra ingående undersökningar om hans verkliga ålder?. Hur kan man få tilltro när en myndighet som  Kammarrätten när man gör den här bedömningen? Varför kollas inte dom som kommer hit och kallar sig flyktingbarn ordentligt med tandröntgen mm om dom nu inte har riktiga ID handlingar med sig?.,0
